OnnettomuusID;Tienpitäjä;Tieosoite;Ajorata;Tie;Osa;Etaisyys;x-koordinaatti;y-koordinaatti;ELY-keskus;Maakunta;Kunta;Katuosoite;Vuosi;Kuukausi;Onnettomyystyyppi;Onnettomuustyyppi_nro;Vakavuus;Osallisten lkm;Onnettomuusluokka;Liikennevalot;Raskaan liikenteen onnettomuus;Tietyö;Onnettomuuspaikka;Liittymäjärjestelyt;Viikonpäivä;Pinta;Valoisuus;Lämpötila?;Sää;Nopeusrajoitus;Verkollinen asema;Päällyste;Talvihoitoluokitus;Toiminnallinen luokka;Rautatie;Taajama;KVL;KVL raskas;Näkemäprosentti yli 150;Näkemäprosentti yli 300;Näkemäprosentti yli 450;Näkemän pituus
615350;Väylävirasto;2/29/2089;0;2;29;2089;294419;6766551;Varsinais-Suomen ELY;Varsinais-Suomi;Loimaa;VT2, LOIMAA;2022;7;suistuminen oikealle suoralla;80;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;ke;paljas, kuiva;päivänvalo;23;pilvipouta;100;;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;100;98;89;521
615351;Väylävirasto;13997/2/6608;0;13997;2;6608;341278;6816716;Pirkanmaan ELY;Pirkanmaa;Kangasala;SAARENMAANTIE X AHULINJÄRVENTIE;2022;7;pp pyörätiellä, vastakk. ajoneuvo kääntyi oikealle;34;Loukkaantumiseen johtanut;2;polkupyöräonnettomuus;;false;false;ajorata;kärkikolmio;ke;paljas, kuiva;päivänvalo;25;kirkas;40;Tieto puuttuu;kestopäällyste;Ib;Yhdystie;Ei tasoristeystä;false;2 070;117;;;;
615352;Väylävirasto;10/29/5394;0;10;29;5394;375753;6771579;Uudenmaan ELY;Kanta-Häme;Hämeenlinna;TUULOKSENTIE X HAUHONTIE;2022;7;kylkikosketus;4;Loukkaantumiseen johtanut;2;muu onnettomuus;;false;false;ajorata;linjaonnettomuus;ke;paljas, kuiva;päivänvalo;20;kirkas;80;Tieto puuttuu;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;100;75;48;
615353;Kunta;;;;;;241673;6718053;Varsinais-Suomen ELY;Varsinais-Suomi;Turku;MOISIONTIE;2022;7;suistuminen oikealle suoralla;80;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;ti;paljas, kuiva;tie valaistu;13;pilvipouta;60;;kestopäällyste;;;Ei tasoristeystä;false;;;;;;
615354;Kunta;;;;;;380487;7106704;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Ylivieska;RUUTIHAANTIE X TULOLANTIE;2022;7;muu risteämisonnettomuus, ei kääntymistä;49;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;kärkikolmio;ke;paljas, kuiva;päivänvalo;21;kirkas;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
615355;Kunta;;;;;;239887;6807408;Varsinais-Suomen ELY;Satakunta;Harjavalta;KILLANKATU 2, R-KIOSKIN KOHDALLA;2022;7;peruutusonnettomuus;96;Loukkaantumiseen johtanut;2;jalankulkijaonnettomuus;;false;false;suojatie;linjaonnettomuus;ke;paljas, kuiva;päivänvalo;25;kirkas;30;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
615356;Väylävirasto;192/10/4067;0;192;10;4067;200603;6726442;;;;KUSTAVINTIE;2022;7;peräänajo jarruttavaan ajoneuvoon;6;Loukkaantumiseen johtanut;2;peräänajo-onnettomuus;;false;false;silta;linjaonnettomuus;ke;paljas, kuiva;päivänvalo;23;kirkas;60;;kestopäällyste;Ib;Seututie;Ei tasoristeystä;false;2 059;149;93;37;12;
615357;Väylävirasto;296/2/1454;1;296;2;1454;425415;6756492;Uudenmaan ELY;Päijät-Häme;Lahti;Miekkiöntie X Uusi Orimattilantie;2022;7;kääntyminen vasemmalle toisen eteen tai kylkeen;52;Ei henkilövahinkoja;2;risteämisonnettomuus;;false;false;ajorata;kärkikolmio;ke;paljas, kuiva;päivänvalo;25;kirkas;60;Läpikulku-/sisääntulotie kaava-alueella;kestopäällyste;Ise;Seututie;Ei tasoristeystä;false;;;99;98;56;
615358;Kunta;;;;;;239191;6711427;Varsinais-Suomen ELY;Varsinais-Suomi;Turku;Ratapihankatu 35;2022;7;peräänajo jarruttavaan ajoneuvoon;6;Ei henkilövahinkoja;0;peräänajo-onnettomuus;toiminnassa;false;false;ajorata;liikennevalot;ke;paljas, kuiva;päivänvalo;23;kirkas;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
615359;Väylävirasto;18628/1/1873;0;18628;1;1873;424983;7188065;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Liminka;KEDONPERÄNTIE;2022;7;muu onnettomuus;99;Ei henkilövahinkoja;1;muu onnettomuus;;true;false;ajorata;linjaonnettomuus;ke;paljas, kuiva;päivänvalo;25;raesade;40;Tieto puuttuu;kestopäällyste;Ic;Yhdystie;Ei tasoristeystä;true;1 982;65;;;;
615360;Kunta;;;;;;330663;6785773;Pirkanmaan ELY;Pirkanmaa;Akaa;AJULANTIE x tAPIOLANTIE;2022;7;ajo risteäviä ajosuuntia suoraan;40;Ei henkilövahinkoja;0;risteämisonnettomuus;;false;false;ajorata;tasa-arvo;ke;;päivänvalo;23;raesade;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
615361;Väylävirasto;4/354/2972;0;4;354;2972;439998;7147688;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Siikalatva;OULUNTIE;2022;7;eläinonnettomuus;90;Loukkaantumiseen johtanut;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;ti;paljas, kuiva;päivänvalo;14;kirkas;100;;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;100;100;98;
615362;Kunta;;;;;;374601;6676386;Uudenmaan ELY;Uusimaa;Espoo;STENSINTIE X PEURANIITTY;2022;7;muu törmäys käännyttäessä vasemmalle;13;Loukkaantumiseen johtanut;2;kääntymisonnettomuus;;false;true;ajorata;muu risteys;ke;paljas, kuiva;päivänvalo;22;kirkas;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
615363;Kunta;;;;;;289529;6966324;Etelä-Pohjanmaan ELY;Etelä-Pohjanmaa;Seinäjoki;Vuoritie x tapiolantie;2022;7;pyöräilijä pyörätiellä risteyksessä;41;Loukkaantumiseen johtanut;2;polkupyöräonnettomuus;;false;false;suojatie;kärkikolmio;ke;paljas, kuiva;päivänvalo;29;kirkas;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
615364;Väylävirasto;14197/1/1431;0;14197;1;1431;338296;6829188;Pirkanmaan ELY;Pirkanmaa;Tampere;PULESJÄRVENTIE;2022;7;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;ke;paljas, kuiva;päivänvalo;16;kirkas;50;Tieto puuttuu;kestopäällyste;II;Yhdystie;Ei tasoristeystä;false;1 075;76;;;;
615365;Väylävirasto;7/5/486;1;7;5;486;409695;6685815;Uudenmaan ELY;Uusimaa;Sipoo;PORVONVÄYLÄ;2022;7;kylkikosketus;4;Ei henkilövahinkoja;2;ohitusonnettomuus;;true;true;ajorata;linjaonnettomuus;ke;paljas, kuiva;päivänvalo;20;pilvipouta;50;Tieto puuttuu;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;false;;;100;100;76;529
615366;Väylävirasto;13793/1/1571;0;13793;1;1571;318739;6822291;Pirkanmaan ELY;Pirkanmaa;Tampere;Kalkun kehätie x Nokiantie;2022;7;pyöräilijä pyörätiellä risteyksessä;41;Loukkaantumiseen johtanut;2;polkupyöräonnettomuus;;false;false;suojatie;kärkikolmio;ti;paljas, kuiva;päivänvalo;19;pilvipouta;50;Tieto puuttuu;kestopäällyste;Ic;Yhdystie;Ei tasoristeystä;false;3 620;159;;;;
615367;Kunta;;;;;;392305;6678737;Uudenmaan ELY;Uusimaa;Helsinki;KIVIKONTIE X KIVIKONLAITA LIIKENNEYMPYRÄ;2022;7;peräänajo jarruttavaan ajoneuvoon;6;Ei henkilövahinkoja;3;peräänajo-onnettomuus;toiminnassa;true;false;ajorata;muu risteys;ke;paljas, kuiva;päivänvalo;27;kirkas;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
615368;Väylävirasto;75/21/4907;0;75;21;4907;601499;7049701;Pohjois-Savon ELY;Pohjois-Karjala;Nurmes;KUOPIONTIE;2022;7;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;ke;paljas, kuiva;hämärä;11;kirkas;80;;kestopäällyste;Ib;Kantatie;Ei tasoristeystä;false;;;100;93;60;
615369;Väylävirasto;15024/1/3404;0;15024;1;3404;482623;6808947;Pohjois-Savon ELY;Etelä-Savo;Mäntyharju;MIEKANKOSKENTIE;2022;7;ohitus;0;Loukkaantumiseen johtanut;2;polkupyöräonnettomuus;;false;false;ajorata;linjaonnettomuus;ke;paljas, kuiva;päivänvalo;17;kirkas;60;;kestopäällyste;III;Yhdystie;Ei tasoristeystä;false;214;10;79;10;1;
615370;Väylävirasto;13/241/3715;0;13;241;3715;580883;6760957;Kaakkois-Suomen ELY;Etelä-Karjala;Lappeenranta;NUIJAMAANTIE;2022;7;muu kohtaamisonnettomuus, ei kääntymistä;29;Loukkaantumiseen johtanut;2;kohtaamisonnettomuus;;true;false;ajorata;linjaonnettomuus;ke;paljas, kuiva;päivänvalo;18;kirkas;80;;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;95;54;26;
615372;Väylävirasto;18834/2/3047;0;18834;2;3047;;;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Pudasjärvi;TUHANSUONTIE;2022;7;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;to;;hämärä;;raesade;80;;kestopäällyste;III;Yhdystie;Ei tasoristeystä;false;;;;;;
615373;Väylävirasto;27/21/5019;0;27;21;5019;475158;7061036;Pohjois-Savon ELY;Pohjois-Savo;Kiuruvesi;PYHÄSALMENTIE;2022;7;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;ke;;päivänvalo;23;raesade;100;;kestopäällyste;Ib;Valtatie;Ei tasoristeystä;false;;;100;85;65;
615376;Muu;;;;;;332092;6732548;Uudenmaan ELY;Kanta-Häme;Tammela;JUURINIEMENTIE;2022;7;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;ma;;pimeä (valaisematon);12;raesade;80;;;;;Ei tasoristeystä;false;;;;;;
615378;Väylävirasto;8/424/2092;0;8;424;2092;370123;7153795;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Pyhäjoki;OULUNTIE/VT8;2022;7;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;ti;;päivänvalo;14;raesade;80;;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;100;98;66;
615379;Väylävirasto;582/6/3169;0;582;6;3169;539878;7032283;Pohjois-Savon ELY;Pohjois-Savo;Lapinlahti;RAUTAVAARANTIE;2022;7;eläinonnettomuus;90;Ei henkilövahinkoja;2;muu eläinonnettomuus;;false;false;ajorata;linjaonnettomuus;ke;;päivänvalo;12;raesade;80;;kestopäällyste;Ib;Seututie;Ei tasoristeystä;false;925;65;91;27;2;223
615380;Väylävirasto;8/307/8553;0;8;307;8553;255780;7017600;Etelä-Pohjanmaan ELY;Pohjanmaa;Vöyri;VT8 X KÄRKLAXINTIE;2022;7;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;pe;;päivänvalo;17;raesade;80;;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;97;68;40;264
615381;Väylävirasto;8/309/958;0;8;309;958;255339;7017640;Etelä-Pohjanmaan ELY;Pohjanmaa;Vöyri;RIKSVÄG 8, KÄRKLAX;2022;7;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;ma;;päivänvalo;16;raesade;100;;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;100;94;75;
615383;Väylävirasto;8/412/14519;0;8;412;14519;340856;7119214;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Kalajoki;KOKKOLANTIE;2022;7;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;ma;;hämärä;16;raesade;100;;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;100;77;49;
615385;Väylävirasto;4/201/1869;2;4;201;1869;431457;6761571;Uudenmaan ELY;Päijät-Häme;Lahti;VALTATIE 4;2022;7;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;ma;;pimeä (valaisematon);18;raesade;120;Tieto puuttuu;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;false;;;100;77;36;
615386;Väylävirasto;5/132/168;1;5;132;168;528424;6846970;Pohjois-Savon ELY;Etelä-Savo;Mikkeli;VT 5;2022;7;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;true;false;ajorata;linjaonnettomuus;ma;;pimeä (valaisematon);22;raesade;100;;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;;;;
615388;Kunta;;;;;;428042;6761393;Uudenmaan ELY;Päijät-Häme;Lahti;KARJALANKATU X OIKOKATU;2022;7;jalankulkija suojatiellä ennen risteystä;60;Loukkaantumiseen johtanut;2;jalankulkijaonnettomuus;;false;false;suojatie;muu risteys;to;paljas, kuiva;tie valaistu;15;kirkas;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
615389;Kunta;;;;;;272782;6639851;Uudenmaan ELY;Uusimaa;Hanko;HANGONKYLÄNTIE X KAPPELISATAMANTIE;2022;7;muu samat ajosuunnat, ei kääntymistä;9;Loukkaantumiseen johtanut;2;muu onnettomuus;;false;false;ajorata;STOP-merkki;ke;paljas, kuiva;päivänvalo;21;kirkas;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
615390;Kunta;;;;;;429410;7212879;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Oulu;Ruskontie;2022;7;suistuminen väistämisen seurauksena;24;Ei henkilövahinkoja;0;kohtaamisonnettomuus;;false;false;ajorata;linjaonnettomuus;to;paljas, kuiva;hämärä;15;kirkas;60;;kestopäällyste;;;Ei tasoristeystä;false;;;;;;
615391;Väylävirasto;11694/1/4766;0;11694;1;4766;407764;6689963;Uudenmaan ELY;Uusimaa;Sipoo;Boxintie;2022;7;suistuminen vasemmalle suoralla;81;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;to;paljas, kuiva;pimeä (valaisematon);14;kirkas;60;;kestopäällyste;II;Yhdystie;Ei tasoristeystä;false;948;44;;;;
615392;Kunta;;;;;;514556;6840060;Pohjois-Savon ELY;Etelä-Savo;Mikkeli;MAAHERRANKATU X PIRTTINIEMENKATU;2022;7;muu risteämisonnettomuus, ei kääntymistä;49;Loukkaantumiseen johtanut;2;risteämisonnettomuus;;false;false;ajorata;kärkikolmio;to;paljas, kuiva;hämärä;22;kirkas;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
615393;Väylävirasto;18/35/2373;0;18;35;2373;377534;6940071;Keski-Suomen ELY;Keski-Suomi;Multia;VÄÄTÄISKYLÄNTIE;2022;7;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;ke;paljas, kuiva;hämärä;12;pilvipouta;80;;kestopäällyste;Ib;Valtatie;Ei tasoristeystä;false;;;87;40;21;
615394;Kunta;;;;;;217749;6831127;Varsinais-Suomen ELY;Satakunta;Pori;ULASOORINTIE;2022;7;suistuminen oik. vasemmalle kääntyvässä kaarteessa;84;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;to;;päivänvalo;18;raesade;60;;kestopäällyste;;;Ei tasoristeystä;false;;;;;;
615395;Väylävirasto;46/1/6098;0;46;1;6098;480968;6756246;Kaakkois-Suomen ELY;Kymenlaakso;Kouvola;HEINOLANTIE;2022;7;muu onnettomuus;99;Ei henkilövahinkoja;1;muu onnettomuus;;true;false;ajorata;kärkikolmio;to;paljas, kuiva;tie valaistu;15;kirkas;80;;kestopäällyste;Is;Kantatie;Ei tasoristeystä;false;3 068;533;100;100;67;
615396;Kunta;;;;;;435228;6897938;Keski-Suomen ELY;Keski-Suomi;Jyväskylä;SIPPULANTIE;2022;7;jalankulkija kulki liikenteen suuntaan;73;Loukkaantumiseen johtanut;2;jalankulkijaonnettomuus;;false;false;kävely- ja pyörätie;linjaonnettomuus;to;paljas, kuiva;päivänvalo;25;pilvipouta;40;;sora;;;Ei tasoristeystä;true;;;;;;
615397;Kunta;;;;;;232864;6814646;Varsinais-Suomen ELY;Satakunta;Nakkila;PRÄSKINTIE;2022;7;käänt vasemmalle risteävän eteen tai kylkeen;53;Loukkaantumiseen johtanut;2;mopedionnettomuus;;false;false;ajorata;muu risteys;to;paljas, kuiva;päivänvalo;31;kirkas;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
615398;Kunta;;;;;;393975;6692400;Uudenmaan ELY;Uusimaa;Vantaa;URPIAISENTIE X TANHURINNE;2022;7;kääntyminen vas. vastaantulevan eteen tai kylkeen;30;Loukkaantumiseen johtanut;2;kääntymisonnettomuus;;false;false;ajorata;muu risteys;to;paljas, kuiva;päivänvalo;28;kirkas;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
615399;Väylävirasto;2440/4/1430;0;2440;4;1430;239147;6810132;Varsinais-Suomen ELY;Satakunta;Harjavalta;POHJOISRANNANTIE;2022;7;peräänajo jarruttavaan ajoneuvoon;6;Ei henkilövahinkoja;2;peräänajo-onnettomuus;;false;false;ajorata;linjaonnettomuus;to;paljas, kuiva;päivänvalo;30;kirkas;60;Läpikulku-/sisääntulotie kaava-alueella;kestopäällyste;Ib;Yhdystie;Ei tasoristeystä;false;1 853;63;;;;
615400;Kunta;;;;;;334025;6821699;Pirkanmaan ELY;Pirkanmaa;Tampere;AITOLAHDENTIE;2022;7;peräänajo jarruttavaan ajoneuvoon;6;Ei henkilövahinkoja;2;muu onnettomuus;;false;false;ajorata;linjaonnettomuus;ke;paljas, kuiva;tie valaistu;16;kirkas;50;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
615401;Väylävirasto;3/207/807;2;3;207;807;298105;6840495;Pirkanmaan ELY;Pirkanmaa;Hämeenkyrö;TAMPEREENTIE X PARKUNMÄENTIE;2022;7;kääntyminen vas. vastaantulevan eteen tai kylkeen;30;Loukkaantumiseen johtanut;2;kääntymisonnettomuus;;false;false;ajorata;linjaonnettomuus;to;paljas, kuiva;päivänvalo;28;kirkas;60;Keskustan ohikulku kaava-alueella;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;false;;;;;;129
615402;Kunta;;;;;;226518;7006929;Etelä-Pohjanmaan ELY;Pohjanmaa;Vaasa;MOOTTORIKATU 11;2022;7;peräänajo liikenne-esteen takia pysäht. ajoneuvoon;8;Loukkaantumiseen johtanut;2;peräänajo-onnettomuus;;false;false;ajorata;linjaonnettomuus;to;paljas, kuiva;päivänvalo;29;kirkas;50;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
615403;Väylävirasto;2/26/2666;0;2;26;2666;304988;6759115;Uudenmaan ELY;Kanta-Häme;Humppila;HELSINGINTIE;2022;7;eläinonnettomuus;90;Ei henkilövahinkoja;2;muu eläinonnettomuus;;false;false;ajorata;linjaonnettomuus;to;;päivänvalo;26;kirkas;100;;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;100;87;65;
615404;Väylävirasto;749/10/2124;0;749;10;2124;293516;7082248;Etelä-Pohjanmaan ELY;Pohjanmaa;Larsmo;POHJOINEN LUODONTIE;2022;7;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;to;paljas, kuiva;hämärä;13;kirkas;80;;kestopäällyste;Is;Seututie;Ei tasoristeystä;false;3 312;268;100;77;40;
615405;Väylävirasto;40/5/70;2;40;5;70;245127;6712921;Varsinais-Suomen ELY;Varsinais-Suomi;Kaarina;Tie 40 x tie 10;2022;7;kylkikosketus;4;Ei henkilövahinkoja;2;ohitusonnettomuus;;true;false;ajorata;linjaonnettomuus;to;paljas, kuiva;päivänvalo;24;kirkas;80;;kestopäällyste;Ise;Kantatie;Ei tasoristeystä;false;;;;;;
615406;Väylävirasto;71/4/771;0;71;4;771;619064;6868797;Pohjois-Savon ELY;Etelä-Savo;Savonlinna;JOENSUUNTIE;2022;7;peräänajo jarruttavaan ajoneuvoon;6;Ei henkilövahinkoja;2;peräänajo-onnettomuus;;false;false;ajorata;linjaonnettomuus;to;paljas, kuiva;päivänvalo;25;kirkas;100;;kestopäällyste;Ib;Kantatie;Ei tasoristeystä;false;;;100;100;48;
615407;Kunta;;;;;;393412;6682099;Uudenmaan ELY;Uusimaa;Helsinki;JAKOMÄENTIE 1;2022;7;suistuminen oik. vasemmalle kääntyvässä kaarteessa;84;Ei henkilövahinkoja;2;muu onnettomuus;;false;false;muu;linjaonnettomuus;to;paljas, kuiva;päivänvalo;30;kirkas;20;;sora;;;Ei tasoristeystä;true;;;;;;
615409;Väylävirasto;1/30/4055;1;1;30;4055;257943;6708798;Varsinais-Suomen ELY;Varsinais-Suomi;Paimio;VALTATIE1 TAMMISILTA;2022;7;suistuminen oikealle suoralla;80;Ei henkilövahinkoja;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;to;paljas, kuiva;päivänvalo;15;kirkas;100;;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;100;65;30;
615410;Väylävirasto;18/7/728;0;18;7;728;272567;6985924;Etelä-Pohjanmaan ELY;Etelä-Pohjanmaa;Seinäjoki;VT18 x Rapakuja;2022;7;kääntyminen vasemmalle toisen eteen tai kylkeen;52;Loukkaantumiseen johtanut;2;risteämisonnettomuus;;false;false;ajorata;STOP-merkki;to;paljas, kuiva;päivänvalo;29;kirkas;80;Läpikulku-/sisääntulotie kaava-alueella;kestopäällyste;Is;Valtatie;Ei tasoristeystä;false;;;99;99;79;
615411;Väylävirasto;17159/1/1828;0;17159;1;1828;206143;6941206;Etelä-Pohjanmaan ELY;Pohjanmaa;Närpes;VARGHOLMSVÄGEN X MARTAVÄGEN;2022;7;kylkikosketus;4;Loukkaantumiseen johtanut;2;mopedionnettomuus;;false;false;ajorata;kärkikolmio;to;paljas, kuiva;päivänvalo;18;kirkas;60;Läpikulku-/sisääntulotie kaava-alueella;kestopäällyste;Ib;Yhdystie;Ei tasoristeystä;false;587;24;63;10;0;
615412;Väylävirasto;2823/2/736;0;2823;2;736;328167;6742071;Uudenmaan ELY;Kanta-Häme;Tammela;PORTAANTIE;2022;7;peräänajo käännyttäessä vasemmalle;12;Loukkaantumiseen johtanut;2;kääntymisonnettomuus;;false;false;ajorata;muu risteys;to;paljas, kuiva;päivänvalo;27;kirkas;50;;kestopäällyste;II;Yhdystie;Ei tasoristeystä;false;1 277;48;66;15;0;
615413;Väylävirasto;4/546/511;0;4;546;511;511952;7574963;Lapin ELY;Lappi;Sodankylä;IVALONTIE;2022;7;suistuminen oikealle suoralla;80;Loukkaantumiseen johtanut;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;to;paljas, kuiva;päivänvalo;23;kirkas;100;;kestopäällyste;Ib;Valtatie;Ei tasoristeystä;false;;;100;90;58;
615414;Kunta;;;;;;328751;6822167;Pirkanmaan ELY;Pirkanmaa;Tampere;KALEVANTIE;2022;7;pyöräilijä pyörätiellä risteyksessä;41;Loukkaantumiseen johtanut;2;polkupyöräonnettomuus;;false;false;kävely- ja pyörätie;kärkikolmio;to;paljas, kuiva;päivänvalo;25;kirkas;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
615415;Väylävirasto;16498/1/4959;0;16498;1;4959;589494;6979930;Pohjois-Savon ELY;Pohjois-Savo;Kaavi;P0ALOMÄENTIE;2022;7;suistuminen vasemmalle suoralla;81;Loukkaantumiseen johtanut;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;to;paljas, kuiva;päivänvalo;25;kirkas;80;;sora;III;Yhdystie;Ei tasoristeystä;false;66;11;;;;
615416;Väylävirasto;14916/1/129;0;14916;1;129;624269;6817142;Kaakkois-Suomen ELY;Etelä-Karjala;Rautjärvi;PITKÄJÄRVENTIE;2022;7;suistuminen vas. oikealle kääntyvässä kaarteessa;83;Loukkaantumiseen johtanut;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;to;paljas, kuiva;päivänvalo;26;kirkas;80;;kestopäällyste;III;Yhdystie;Ei tasoristeystä;false;216;8;27;0;0;127
615417;Väylävirasto;6/310/912;1;6;310;912;598337;6786816;Kaakkois-Suomen ELY;Etelä-Karjala;Imatra;VALTATIE 6;2022;7;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;;false;false;ajorata;linjaonnettomuus;to;paljas, kuiva;pimeä (valaisematon);19;kirkas;100;;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;false;;;;;;
615418;Kunta;;;;;;384770;6672950;Uudenmaan ELY;Uusimaa;Helsinki;Pohjoinen hesperiankatu x Runeberginkatu;2022;7;muu törmäys käännyttäessä oikealle;11, 36;Loukkaantumiseen johtanut;2;polkupyöräonnettomuus;ei toiminnassa;false;false;ajorata;kärkikolmio;to;paljas, kuiva;tie valaistu;22;kirkas;40;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
615419;Muu;;;;;;436437;6903644;Keski-Suomen ELY;Keski-Suomi;Jyväskylä;PRISMA SEPPÄLÄ PARKKIPAIKKA;2022;7;muu onnettomuus;99;Ei henkilövahinkoja;0;muu onnettomuus;;false;false;pysäköintialue tai piha;linjaonnettomuus;to;paljas, kuiva;tie valaistu;18;raesade;;;kestopäällyste;;;Ei tasoristeystä;;;;;;;
615420;Väylävirasto;18173/3/166;0;18173;3;166;372355;7068972;Etelä-Pohjanmaan ELY;Keski-Pohjanmaa;Toholampi;MYLLYKOSKENTIE;2022;7;suistuminen vas. vasemmalle kääntyvässä kaart.;85;Loukkaantumiseen johtanut;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;pe;paljas, kuiva;hämärä;19;pilvipouta;80;;sora;III;Yhdystie;Ei tasoristeystä;false;21;5;;;;
615421;Kunta;;;;;;389288;6685251;Uudenmaan ELY;Uusimaa;Vantaa;TEKNIKONTIE;2022;7;kylkikosketus;4;Loukkaantumiseen johtanut;3;ohitusonnettomuus;;false;false;ajorata;linjaonnettomuus;pe;paljas, kuiva;päivänvalo;20;kirkas;50;;kestopäällyste;;;Ei tasoristeystä;true;;;;;;
615422;Väylävirasto;23/316/10478;0;23;316;10478;;;Pohjois-Savon ELY;Pohjois-Savo;Varkaus;VT23/SARKAMÄEN RISTEYS;2022;7;suistuminen oikealle suoralla;80;Loukkaantumiseen johtanut;1;yksittäisonnettomuus;;false;false;ajorata;linjaonnettomuus;to;paljas, kuiva;hämärä;17;kirkas;80;Tieto puuttuu;kestopäällyste;Ib;Valtatie;Ei tasoristeystä;false;;;100;77;46;
